#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
add_heavy_cavalry_squad_to_first_army;Add Heavy Cavalry Squad to First Army;;;;;;;;;;;;;
add_horse_archer_squad_to_first_army;Add Horse Archers Squad to First Army;;;;;;;;;;;;;
add_war_elephant_squad_to_first_army;Add War Elephants Squad to First Army;;;;;;;;;;;;;
add_camel_cavalry_squad_to_first_army;Add Camel Cavalry Squad to First Army;;;;;;;;;;;;;
add_troops_to_second_army;Add Troops to Second Army;;;;;;;;;;;;;
end_adding_troops_to_second_army;End Adding Troops to Second Army;;;;;;;;;;;;;
add_light_infantry_squad_to_second_army;Add Light Infantry Squad to Second Army;;;;;;;;;;;;;
add_archer_squad_to_second_army;Add Archer Squad to Second Army;;;;;;;;;;;;;
add_heavy_infantry_squad_to_second_army;Add Heavy Cavalry Squad to Second Army;;;;;;;;;;;;;
add_light_cavalry_squad_to_second_army;Add Light Cavalry Squad to Second Army;;;;;;;;;;;;;
add_heavy_cavalry_squad_to_second_army;Add Heavy Cavalry Squad to Second Army;;;;;;;;;;;;;
add_horse_archer_squad_to_second_army;Add Horse Archers Squad to Second Army;;;;;;;;;;;;;
add_war_elephant_squad_to_second_army;Add War Elephants Squad to Second Army;;;;;;;;;;;;;
add_camel_cavalry_squad_to_second_army;Add Camel Cavalry Squad to Second Army;;;;;;;;;;;;;
add_troops_to_third_army;Add Troops to Third Army;;;;;;;;;;;;;
end_adding_troops_to_third_army;End Adding Troops to Third Army;;;;;;;;;;;;;
add_light_infantry_squad_to_third_army;Add Light Infantry Squad to Third Army;;;;;;;;;;;;;
add_archer_squad_to_third_army;Add Archer Squad to Third Army;;;;;;;;;;;;;
add_heavy_infantry_squad_to_third_army;Add Heavy Cavalry Squad to Third Army;;;;;;;;;;;;;
add_light_cavalry_squad_to_third_army;Add Light Cavalry Squad to Third Army;;;;;;;;;;;;;
add_heavy_cavalry_squad_to_third_army;Add Heavy Cavalry Squad to Third Army;;;;;;;;;;;;;
add_horse_archer_squad_to_third_army;Add Horse Archers Squad to Third Army;;;;;;;;;;;;;
add_war_elephant_squad_to_third_army;Add War Elephants Squad to Third Army;;;;;;;;;;;;;
add_camel_cavalry_squad_to_third_army;Add Camel Cavalry Squad to Third Army;;;;;;;;;;;;;
add_troops_to_fourth_army;Add Troops to Fourth Army;;;;;;;;;;;;;
end_adding_troops_to_fourth_army;End Adding Troops to Fourth Army;;;;;;;;;;;;;
add_light_infantry_squad_to_fourth_army;Add Light Infantry Squad to Fourth Army;;;;;;;;;;;;;
add_archer_squad_to_fourth_army;Add Archer Squad to Fourth Army;;;;;;;;;;;;;
add_heavy_infantry_squad_to_fourth_army;Add Heavy Cavalry Squad to Fourth Army;;;;;;;;;;;;;
add_light_cavalry_squad_to_fourth_army;Add Light Cavalry Squad to Fourth Army;;;;;;;;;;;;;
add_heavy_cavalry_squad_to_fourth_army;Add Heavy Cavalry Squad to Fourth Army;;;;;;;;;;;;;
add_horse_archer_squad_to_fourth_army;Add Horse Archers Squad to Fourth Army;;;;;;;;;;;;;
add_war_elephant_squad_to_fourth_army;Add War Elephants Squad to Fourth Army;;;;;;;;;;;;;
add_camel_cavalry_squad_to_fourth_army;Add Camel Cavalry Squad to Fourth Army;;;;;;;;;;;;;
add_troops_to_fifth_army;Add Troops to Fifth Army;;;;;;;;;;;;;
end_adding_troops_to_fifth_army;End Adding Troops to Fifth Army;;;;;;;;;;;;;
add_light_infantry_squad_to_fifth_army;Add Light Infantry Squad to Fifth Army;;;;;;;;;;;;;
add_archer_squad_to_fifth_army;Add Archer Squad to Fifth Army;;;;;;;;;;;;;
add_heavy_infantry_squad_to_fifth_army;Add Heavy Cavalry Squad to Fifth Army;;;;;;;;;;;;;
add_light_cavalry_squad_to_fifth_army;Add Light Cavalry Squad to Fifth Army;;;;;;;;;;;;;
add_heavy_cavalry_squad_to_fifth_army;Add Heavy Cavalry Squad to Fifth Army;;;;;;;;;;;;;
add_horse_archer_squad_to_fifth_army;Add Horse Archers Squad to Fifth Army;;;;;;;;;;;;;
add_war_elephant_squad_to_fifth_army;Add War Elephants Squad to Fifth Army;;;;;;;;;;;;;
add_camel_cavalry_squad_to_fifth_army;Add Camel Cavalry Squad to Fifth Army;;;;;;;;;;;;;
take_control_of_an_army;Take Control of an Army;;;;;;;;;;;;;
refrain_from_taking_control_of_an_army;Refrain from Taking Control of an Army;;;;;;;;;;;;;
take_control_of_the_first_army;Take Control of the First Army;;;;;;;;;;;;;
take_control_of_the_second_army;Take Control of the Second Army;;;;;;;;;;;;;
take_control_of_the_third_army;Take Control of the Third Army;;;;;;;;;;;;;
take_control_of_the_fourth_army;Take Control of the Fourth Army;;;;;;;;;;;;;
take_control_of_the_fifth_army;Take Control of the Fifth Army;;;;;;;;;;;;;
ca_imp_li_camp_1;Light Infantry Encampment;;;;;;;;;;;;;
ca_imp_li_camp_2;Light Infantry Encampment;;;;;;;;;;;;;
ca_imp_li_camp_3;Light Infantry Encampment;;;;;;;;;;;;;
ca_imp_li_camp_4;Light Infantry Encampment;;;;;;;;;;;;;
ca_imp_li_camp_5;Light Infantry Encampment;;;;;;;;;;;;;
ca_imp_li_camp;;;;;;;;;;;;;;
ca_imp_ar_camp_1;Archers Encampment;;;;;;;;;;;;;
ca_imp_ar_camp_2;Archers Encampment;;;;;;;;;;;;;
ca_imp_ar_camp_3;Archers Encampment;;;;;;;;;;;;;
ca_imp_ar_camp_4;Archers Encampment;;;;;;;;;;;;;
ca_imp_ar_camp_5;Archers Encampment;;;;;;;;;;;;;
ca_imp_ar_camp;;;;;;;;;;;;;;
ca_imp_hi_camp_1;Heavy Infantry Encampment;;;;;;;;;;;;;
ca_imp_hi_camp_2;Heavy Infantry Encampment;;;;;;;;;;;;;
ca_imp_hi_camp_3;Heavy Infantry Encampment;;;;;;;;;;;;;
ca_imp_hi_camp_4;Heavy Infantry Encampment;;;;;;;;;;;;;
ca_imp_hi_camp_5;Heavy Infantry Encampment;;;;;;;;;;;;;
ca_imp_hi_camp;;;;;;;;;;;;;;
ca_imp_lc_camp_1;Light Cavalry Encampment;;;;;;;;;;;;;
ca_imp_lc_camp_2;Light Cavalry Encampment;;;;;;;;;;;;;
ca_imp_lc_camp_3;Light Cavalry Encampment;;;;;;;;;;;;;
ca_imp_lc_camp_4;Light Cavalry Encampment;;;;;;;;;;;;;
ca_imp_lc_camp_5;Light Cavalry Encampment;;;;;;;;;;;;;
ca_imp_lc_camp;;;;;;;;;;;;;;
ca_imp_hc_camp_1;Heavy Cavalry Encampment;;;;;;;;;;;;;
ca_imp_hc_camp_2;Heavy Cavalry Encampment;;;;;;;;;;;;;
ca_imp_hc_camp_3;Heavy Cavalry Encampment;;;;;;;;;;;;;
ca_imp_hc_camp_4;Heavy Cavalry Encampment;;;;;;;;;;;;;
ca_imp_hc_camp_5;Heavy Cavalry Encampment;;;;;;;;;;;;;
ca_imp_hc_camp;;;;;;;;;;;;;;
ca_imp_ha_camp_1;Horse Archers Encampment;;;;;;;;;;;;;
ca_imp_ha_camp_2;Horse Archers Encampment;;;;;;;;;;;;;
ca_imp_ha_camp_3;Horse Archers Encampment;;;;;;;;;;;;;
ca_imp_ha_camp_4;Horse Archers Encampment;;;;;;;;;;;;;
ca_imp_ha_camp_5;Horse Archers Encampment;;;;;;;;;;;;;
ca_imp_ha_camp;;;;;;;;;;;;;;
leading_army;Personally Leading an Army;;;;;;;;;;;;;
leading_army_desc;This character is personally leading an army;;;;;;;;;;;;;
location_of_an_army_1;Location of an Army;;;;;;;;;;;;;
location_of_an_army_2;Location of an Army;;;;;;;;;;;;;
location_of_an_army_3;Location of an Army;;;;;;;;;;;;;
location_of_an_army_4;Location of an Army;;;;;;;;;;;;;
location_of_an_army_5;Location of an Army;;;;;;;;;;;;;
location_of_an_army_6;Location of an Army;;;;;;;;;;;;;
location_of_an_army_7;Location of an Army;;;;;;;;;;;;;
location_of_an_army_8;Location of an Army;;;;;;;;;;;;;
location_of_an_army_9;Location of an Army;;;;;;;;;;;;;
location_of_an_army_10;Location of an Army;;;;;;;;;;;;;
location_of_an_army_11;Location of an Army;;;;;;;;;;;;;
location_of_an_army_12;Location of an Army;;;;;;;;;;;;;
location_of_an_army_13;Location of an Army;;;;;;;;;;;;;
location_of_an_army_14;Location of an Army;;;;;;;;;;;;;
location_of_an_army_15;Location of an Army;;;;;;;;;;;;;
location_of_an_army_16;Location of an Army;;;;;;;;;;;;;
location_of_an_army_17;Location of an Army;;;;;;;;;;;;;
location_of_an_army_18;Location of an Army;;;;;;;;;;;;;
location_of_an_army_19;Location of an Army;;;;;;;;;;;;;
location_of_an_army_20;Location of an Army;;;;;;;;;;;;;
location_of_an_army_21;Location of an Army;;;;;;;;;;;;;
location_of_an_army_22;Location of an Army;;;;;;;;;;;;;
location_of_an_army_23;Location of an Army;;;;;;;;;;;;;
location_of_an_army_24;Location of an Army;;;;;;;;;;;;;
location_of_an_army_25;Location of an Army;;;;;;;;;;;;;
location_of_an_army_26;Location of an Army;;;;;;;;;;;;;
location_of_an_army_27;Location of an Army;;;;;;;;;;;;;
location_of_an_army_28;Location of an Army;;;;;;;;;;;;;
location_of_an_army_29;Location of an Army;;;;;;;;;;;;;
location_of_an_army_30;Location of an Army;;;;;;;;;;;;;
location_of_an_army_31;Location of an Army;;;;;;;;;;;;;
location_of_an_army_32;Location of an Army;;;;;;;;;;;;;
location_of_an_army_33;Location of an Army;;;;;;;;;;;;;
location_of_an_army_34;Location of an Army;;;;;;;;;;;;;
location_of_an_army_35;Location of an Army;;;;;;;;;;;;;
location_of_an_army_36;Location of an Army;;;;;;;;;;;;;
location_of_an_army_37;Location of an Army;;;;;;;;;;;;;
location_of_an_army_38;Location of an Army;;;;;;;;;;;;;
location_of_an_army_39;Location of an Army;;;;;;;;;;;;;
location_of_an_army_40;Location of an Army;;;;;;;;;;;;;
