#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_hiforani;Hiforani;Hiforani;Hiforani;;Hiforani;;;;;;;;;x
c_hiforani_adj;Hiforanian;;hiforaner;;;;;;;;;;;x
c_himaria;Himaria;Himaria;Himaria;;Himaria;;;;;;;;;x
c_himaria_adj;Himarian;;himarer;;;;;;;;;;;x
c_hvalrvik;Hvalrvik;Hvalrvik;Hvalrvik;;Hvalrvik;;;;;;;;;x
c_hvalrvik_adj;Hvalrvikian;;hvalrviker;;;;;;;;;;;x
c_iakinobos;Iakinobos;Iakinobos;Iakinobos;;Iakinobos;;;;;;;;;x
c_iakinobos_adj;Iakinobosian;;iakinoboser;;;;;;;;;;;x
c_imetin;Imetin;Imetin;Imetin;;Imetin;;;;;;;;;x
c_imetin_adj;Imetinian;;imetiner;;;;;;;;;;;x
c_isle;Isle;Isle;Isle;;Isle;;;;;;;;;x
c_isle_adj;Islean;;isler;;;;;;;;;;;x
c_kadevraydeh;Kadevraydeh;Kadevraydeh;Kadevraydeh;;Kadevraydeh;;;;;;;;;x
c_kadevraydeh_adj;Kadevraydehian;;kadevraydeher;;;;;;;;;;;x
c_kalanrikos;Kalanrikos;Kalanrikos;Kalanrikos;;Kalanrikos;;;;;;;;;x
c_kalanrikos_adj;Kalanrikosian;;kalanrikoser;;;;;;;;;;;x
c_kalis;Kalis;Kalis;Kalis;;Kalis;;;;;;;;;x
c_kalis_adj;Kalisian;;kaliser;;;;;;;;;;;x
c_kandaikos;Kandaikos;Kandaikos;Kandaikos;;Kandaikos;;;;;;;;;x
c_kandaikos_adj;Kandaikosian;;kandaikoser;;;;;;;;;;;x
c_kanepheria;Kanepheria;Kanepheria;Kanepheria;;Kanepheria;;;;;;;;;x
c_kanepheria_adj;Kanepherian;;kanepherer;;;;;;;;;;;x
c_kanrax;Kanrax;Kanrax;Kanrax;;Kanrax;;;;;;;;;x
c_kanrax_adj;Kanraxian;;kanraxer;;;;;;;;;;;x
c_karaenea;Karaenea;Karaenea;Karaenea;;Karaenea;;;;;;;;;x
c_karaenea_adj;Karaenean;;karaener;;;;;;;;;;;x
c_karas;Karas;Karas;Karas;;Karas;;;;;;;;;x
c_karas_adj;Karasian;;karaser;;;;;;;;;;;x
c_karpoevo;Karpoevo;Karpoevo;Karpoevo;;Karpoevo;;;;;;;;;x
c_karpoevo_adj;Karpoevian;;karpoever;;;;;;;;;;;x
c_karsugrad;Karsugrad;Karsugrad;Karsugrad;;Karsugrad;;;;;;;;;x
c_karsugrad_adj;Karsugradian;;karsugrader;;;;;;;;;;;x
c_kasabin;Kasabin;Kasabin;Kasabin;;Kasabin;;;;;;;;;x
c_kasabin_adj;Kasabinian;;kasabiner;;;;;;;;;;;x
c_kasterheim;Kasterheim;Kasterheim;Kasterheim;;Kasterheim;;;;;;;;;x
c_kasterheim_adj;Kasterheimian;;kasterheimer;;;;;;;;;;;x
c_keleriki;Keleriki;Keleriki;Keleriki;;Keleriki;;;;;;;;;x
c_keleriki_adj;Kelerikian;;keleriker;;;;;;;;;;;x
c_keprikida;Keprikida;Keprikida;Keprikida;;Keprikida;;;;;;;;;x
c_keprikida_adj;Keprikidan;;keprikider;;;;;;;;;;;x
c_keshrev;Keshrev;Keshrev;Keshrev;;Keshrev;;;;;;;;;x
c_keshrev_adj;Keshrevian;;keshrever;;;;;;;;;;;x
c_keshvarabeh;Keshvarabeh;Keshvarabeh;Keshvarabeh;;Keshvarabeh;;;;;;;;;x
c_keshvarabeh_adj;Keshvarabehian;;keshvarabeher;;;;;;;;;;;x
c_kobadnerog;Kobadnerog;Kobadnerog;Kobadnerog;;Kobadnerog;;;;;;;;;x
c_kobadnerog_adj;Kobadnerogian;;kobadneroger;;;;;;;;;;;x
c_kolonea;Kolonea;Kolonea;Kolonea;;Kolonea;;;;;;;;;x
c_kolonea_adj;Kolonean;;koloner;;;;;;;;;;;x
c_korman;Korman;Korman;Korman;;Korman;;;;;;;;;x
c_korman_adj;Kormanian;;kormaner;;;;;;;;;;;x
c_kosos;Kosos;Kosos;Kosos;;Kosos;;;;;;;;;x
c_kosos_adj;Kososian;;kososer;;;;;;;;;;;x
c_kovach;Kovach;Kovach;Kovach;;Kovach;;;;;;;;;x
c_kovach_adj;Kovachian;;kovacher;;;;;;;;;;;x
c_kronua;Kronua;Kronua;Kronua;;Kronua;;;;;;;;;x
c_kronua_adj;Kronuan;;kroner;;;;;;;;;;;x
c_kupan;Kupan;Kupan;Kupan;;Kupan;;;;;;;;;x
c_kupan_adj;Kupanian;;kupaner;;;;;;;;;;;x
c_kurkan;Kurkan;Kurkan;Kurkan;;Kurkan;;;;;;;;;x
c_kurkan_adj;Kurkanian;;kurkaner;;;;;;;;;;;x
c_kurkav;Kurkav;Kurkav;Kurkav;;Kurkav;;;;;;;;;x
c_kurkav_adj;Kurkavian;;kurkaver;;;;;;;;;;;x
c_kvesi;Kvesi;Kvesi;Kvesi;;Kvesi;;;;;;;;;x
c_kvesi_adj;Kvesian;;kveser;;;;;;;;;;;x
c_lagida;Lagida;Lagida;Lagida;;Lagida;;;;;;;;;x
c_lagida_adj;Lagidan;;lagider;;;;;;;;;;;x
c_laginhac;Laginhac;Laginhac;Laginhac;;Laginhac;;;;;;;;;x
c_laginhac_adj;Laginhacian;;laginhacer;;;;;;;;;;;x
c_laikosa;Laikosa;Laikosa;Laikosa;;Laikosa;;;;;;;;;x
c_laikosa_adj;Laikosan;;laikoser;;;;;;;;;;;x
c_laumen;Laumen;Laumen;Laumen;;Laumen;;;;;;;;;x
c_laumen_adj;Laumenian;;laumener;;;;;;;;;;;x
c_laurentino;Laurentino;Laurentino;Laurentino;;Laurentino;;;;;;;;;x
c_laurentino_adj;Laurentinian;;laurentiner;;;;;;;;;;;x
c_leontina;Leontina;Leontina;Leontina;;Leontina;;;;;;;;;x
c_leontina_adj;Leontinan;;leontiner;;;;;;;;;;;x
c_lepe;Lepe;Lepe;Lepe;;Lepe;;;;;;;;;x
c_lepe_adj;Lepean;;leper;;;;;;;;;;;x
c_lesica;Lesica;Lesica;Lesica;;Lesica;;;;;;;;;x
c_lesica_adj;Lesican;;lesicer;;;;;;;;;;;x
c_lesovia;Lesovia;Lesovia;Lesovia;;Lesovia;;;;;;;;;x
c_lesovia_adj;Lesovian;;lesover;;;;;;;;;;;x
c_lessandra;Lessandra;Lessandra;Lessandra;;Lessandra;;;;;;;;;x
c_lessandra_adj;Lessandran;;lessandrer;;;;;;;;;;;x
c_leuketos;Leuketos;Leuketos;Leuketos;;Leuketos;;;;;;;;;x
c_leuketos_adj;Leuketosian;;leuketoser;;;;;;;;;;;x
c_livarnia;Livarnia;Livarnia;Livarnia;;Livarnia;;;;;;;;;x
c_livarnia_adj;Livarnian;;livarner;;;;;;;;;;;x
c_lompari;Lompari;Lompari;Lompari;;Lompari;;;;;;;;;x
c_lompari_adj;Lomparian;;lomparer;;;;;;;;;;;x
c_lonna;Lonna;Lonna;Lonna;;Lonna;;;;;;;;;x
c_lonna_adj;Lonnan;;lonner;;;;;;;;;;;x
c_lotesica;Lotesica;Lotesica;Lotesica;;Lotesica;;;;;;;;;x
c_lotesica_adj;Lotesican;;lotesicer;;;;;;;;;;;x
c_lotua;Lotua;Lotua;Lotua;;Lotua;;;;;;;;;x
c_lotua_adj;Lotuan;;loter;;;;;;;;;;;x
c_ludice;Ludice;Ludice;Ludice;;Ludice;;;;;;;;;x
c_ludice_adj;Ludicean;;ludicer;;;;;;;;;;;x
c_mafformica;Mafformica;Mafformica;Mafformica;;Mafformica;;;;;;;;;x
c_mafformica_adj;Mafformican;;mafformicer;;;;;;;;;;;x
c_magnasipol;Magnasipol;Magnasipol;Magnasipol;;Magnasipol;;;;;;;;;x
c_magnasipol_adj;Magnasipolian;;magnasipoler;;;;;;;;;;;x
c_mansica;Mansica;Mansica;Mansica;;Mansica;;;;;;;;;x
c_mansica_adj;Mansican;;mansicer;;;;;;;;;;;x
c_manuvishte;Manuvishte;Manuvishte;Manuvishte;;Manuvishte;;;;;;;;;x
c_manuvishte_adj;Manuvishtean;;manuvishter;;;;;;;;;;;x
c_marevo;Marevo;Marevo;Marevo;;Marevo;;;;;;;;;x
c_marevo_adj;Marevian;;marever;;;;;;;;;;;x
c_marhammand;Marhammand;Marhammand;Marhammand;;Marhammand;;;;;;;;;x
c_marhammand_adj;Marhammandian;;marhammander;;;;;;;;;;;x
c_markay;Markay;Markay;Markay;;Markay;;;;;;;;;x
c_markay_adj;Markaian;;markaer;;;;;;;;;;;x
c_marmopol;Marmopol;Marmopol;Marmopol;;Marmopol;;;;;;;;;x
c_marmopol_adj;Marmopolian;;marmopoler;;;;;;;;;;;x
c_marzabaxtar;Marzabaxtar;Marzabaxtar;Marzabaxtar;;Marzabaxtar;;;;;;;;;x
c_marzabaxtar_adj;Marzabaxtarian;;marzabaxtarer;;;;;;;;;;;x
c_mattarida;Mattarida;Mattarida;Mattarida;;Mattarida;;;;;;;;;x
c_mattarida_adj;Mattaridan;;mattarider;;;;;;;;;;;x
c_meguna;Meguna;Meguna;Meguna;;Meguna;;;;;;;;;x
c_meguna_adj;Megunan;;meguner;;;;;;;;;;;x
c_megurster;Megurster;Megurster;Megurster;;Megurster;;;;;;;;;x
c_megurster_adj;Megursterian;;megursterer;;;;;;;;;;;x
c_memgil;Memgil;Memgil;Memgil;;Memgil;;;;;;;;;x
c_memgil_adj;Memgilian;;memgiler;;;;;;;;;;;x
c_mensica;Mensica;Mensica;Mensica;;Mensica;;;;;;;;;x
c_mensica_adj;Mensican;;mensicer;;;;;;;;;;;x
c_mersea;Mersea;Mersea;Mersea;;Mersea;;;;;;;;;x
c_mersea_adj;Mersean;;merser;;;;;;;;;;;x
c_mesor;Mesor;Mesor;Mesor;;Mesor;;;;;;;;;x
c_mesor_adj;Mesorian;;mesorer;;;;;;;;;;;x
c_mioceno;Mioceno;Mioceno;Mioceno;;Mioceno;;;;;;;;;x
c_mioceno_adj;Miocenian;;miocener;;;;;;;;;;;x
c_mjaelland;Mjaelland;Mjaelland;Mjaelland;;Mjaelland;;;;;;;;;x
c_mjaelland_adj;Mjaellandian;;mjaellander;;;;;;;;;;;x
c_molivograd;Molivograd;Molivograd;Molivograd;;Molivograd;;;;;;;;;x
c_molivograd_adj;Molivogradian;;molivograder;;;;;;;;;;;x
c_monpiet;Monpiet;Monpiet;Monpiet;;Monpiet;;;;;;;;;x
c_monpiet_adj;Monpietian;;monpieter;;;;;;;;;;;x
c_moriman;Moriman;Moriman;Moriman;;Moriman;;;;;;;;;x
c_moriman_adj;Morimanian;;morimaner;;;;;;;;;;;x
c_namir;Namir;Namir;Namir;;Namir;;;;;;;;;x
c_namir_adj;Namirian;;namirer;;;;;;;;;;;x
c_nasanr;Nasanr;Nasanr;Nasanr;;Nasanr;;;;;;;;;x
c_nasanr_adj;Nasanrian;;nasanrer;;;;;;;;;;;x
c_nastova;Nastova;Nastova;Nastova;;Nastova;;;;;;;;;x
